song_artist,user_id,song,artist,playcount,user_total_plays,score,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,spotify_id,predictions
"('Locked Out', 'Crowded House')",user_000691,Locked Out,Crowded House,6,129327,4.639402444965089e-05,0.000327,0.463,197555.0,0.964,0.00117,1.0,0.415,-5.665,0.0,0.0774,117.792,4.0,0.506,5NhqHj3Pu2TO9QcX7bFDvZ,0.00019876131918983297
"('London Calling', 'The Clash')",user_000691,London Calling,The Clash,9,129327,6.959103667447633e-05,0.123,0.6509999999999999,200480.0,0.8009999999999999,0.0,0.0,0.0825,-7.34,1.0,0.0513,133.763,4.0,0.7759999999999999,5jzma6gCzYtKB1DbEwFZKH,0.00033576084393271977
"('Lonely Here With Me', 'Pop Unknown')",user_000691,Lonely Here With Me,Pop Unknown,8,129327,6.185869926620118e-05,0.113,0.544,252493.0,0.518,0.0409,0.0,0.163,-9.587,1.0,0.0259,140.403,4.0,0.064,1X1naAhqym1TeZliAcgs5D,0.0002144167764348559
"('Lonesome Moon', 'The One Am Radio')",user_000691,Lonesome Moon,The One Am Radio,7,129327,5.412636185792603e-05,0.61,0.57,174213.0,0.276,0.0779,5.0,0.281,-11.58,1.0,0.0245,102.885,4.0,0.327,72jOpRMD5AczxiAGKGENHO,0.00021439666846490013
"('Long Live Rock', 'The Who')",user_000691,Long Live Rock,The Who,13,129327,0.00010052038630757692,0.31,0.459,236573.0,0.828,0.00313,9.0,0.195,-6.4060000000000015,1.0,0.0417,129.394,4.0,0.6629999999999999,7HXk79eLj3xzK3cebxeLiF,2.6357818002198385e-05
"('Losing My Religion', 'R.E.M.')",user_000691,Losing My Religion,R.E.M.,18,129327,0.00013918207334895263,0.163,0.6709999999999999,268427.0,0.8490000000000001,0.0,9.0,0.0937,-5.03,0.0,0.0284,125.613,4.0,0.8290000000000001,31AOj9sFz2gM0O3hMARRBx,0.0003862200671282956
"('Love', 'John Lennon')",user_000691,Love,John Lennon,9,129327,6.959103667447633e-05,0.985,0.529,168107.0,0.104,0.29100000000000004,9.0,0.109,-19.669,1.0,0.0392,135.235,4.0,0.183,0gDyuX5rdHulQTUyrIdSR1,0.0001968126805624859
"('Love Is The Drug', 'Roxy Music')",user_000691,Love Is The Drug,Roxy Music,6,129327,4.639402444965089e-05,0.059,0.838,251333.0,0.757,0.0119,2.0,0.0271,-5.399,1.0,0.0927,124.65,4.0,0.602,3wtMkvedoWMQ3XTKv7tqcZ,0.00021048039133630958
"('Love Rhymes With Hideous Car Wreck', 'The Blood Brothers')",user_000691,Love Rhymes With Hideous Car Wreck,The Blood Brothers,6,129327,4.639402444965089e-05,0.00575,0.536,194587.0,0.7,0.0368,5.0,0.2,-6.582999999999998,0.0,0.0522,135.192,4.0,0.611,4ZDgRXaafbD7MTx1iep94S,0.00024829931601555444
"('Lovers Who Uncover', 'The Little Ones')",user_000691,Lovers Who Uncover,The Little Ones,6,129327,4.639402444965089e-05,0.165,0.455,311226.0,0.883,0.00351,5.0,0.139,-4.98,0.0,0.0368,127.931,4.0,0.32299999999999995,0RLsOWeHY6saZ2LKpFr5LC,0.00019421817127840413
"('Loves Me Like A Rock', 'Paul Simon')",user_000691,Loves Me Like A Rock,Paul Simon,7,129327,5.412636185792603e-05,0.228,0.6579999999999999,212747.0,0.591,0.0,7.0,0.196,-10.42,1.0,0.0669,144.821,4.0,0.7020000000000001,7oH43GUMu7wCKoFZMWhosG,9.499197094342549e-05
"('Mad Flava', 'Fatboy Slim')",user_000691,Mad Flava,Fatboy Slim,6,129327,4.639402444965089e-05,0.0774,0.752,273587.0,0.934,0.0384,0.0,0.481,-7.612,1.0,0.0869,99.977,4.0,0.444,7EWLoD5U8t9fJyoneQqsPg,0.00017853882565965762
"('Magic Bus', 'The Who')",user_000691,Magic Bus,The Who,11,129327,8.505571149102662e-05,0.007890000000000001,0.625,202667.0,0.944,0.0,7.0,0.275,-5.654,1.0,0.0826,92.327,4.0,0.705,3ffxQ9qatqfrPgb1VMQYQ0,0.00017637443145268605
"('Make Peace', 'Metheny Mehldau')",user_000691,Make Peace,Metheny Mehldau,7,129327,5.412636185792603e-05,0.965,0.334,426613.0,0.232,0.959,2.0,0.104,-16.257,1.0,0.0444,125.472,4.0,0.0668,3X2ee0tSz2gHuhVCKULqJf,0.00021474032134705112
"('Mansize Rooster', 'Supergrass')",user_000691,Mansize Rooster,Supergrass,6,129327,4.639402444965089e-05,5.290000000000001e-05,0.28600000000000003,154627.0,0.8440000000000001,0.00205,0.0,0.0596,-6.41,1.0,0.0462,163.738,4.0,0.684,5afa3W4rCWxEWeXW3hWMRe,0.0002424155789262361
"('Married With Children', 'Oasis')",user_000691,Married With Children,Oasis,10,129327,7.732337408275146e-05,0.7879999999999999,0.586,192841.0,0.417,0.0,4.0,0.0819,-11.892,1.0,0.0265,87.839,4.0,0.319,5skSXhZ0LgiBH3N2AoMisg,0.00019531648541271096
"('Maybe Baby', 'Buddy Holly')",user_000691,Maybe Baby,Buddy Holly,6,129327,4.639402444965089e-05,0.138,0.596,140133.0,0.629,1.01e-06,9.0,0.108,-8.949,1.0,0.0281,137.239,4.0,0.815,6HB6EQa3MnXumJVaZ4rznP,0.0
"('Me (Plural)', 'Joan Of Arc')",user_000691,Me (Plural),Joan Of Arc,7,129327,5.412636185792603e-05,0.6,0.479,303693.0,0.523,0.0243,2.0,0.111,-11.116,1.0,0.0297,94.737,4.0,0.36,7DzlAijYFGeDQOQM5JWXJS,0.00021317535072085114
"('Me In Honey', 'R.E.M.')",user_000691,Me In Honey,R.E.M.,6,129327,4.639402444965089e-05,0.00898,0.561,248120.0,0.7929999999999999,2.54e-05,1.0,0.0839,-4.209,1.0,0.0323,129.124,4.0,0.222,6MNzgVslfd54vz89uAMd7Q,0.00040049258675778354
"('Medley: No Sugar Tonight / New Mother Nature', 'The Guess Who')",user_000691,Medley: No Sugar Tonight / New Mother Nature,The Guess Who,6,129327,4.639402444965089e-05,0.312,0.511,293000.0,0.807,1.13e-05,1.0,0.278,-9.817,0.0,0.0426,101.033,4.0,0.5579999999999999,3vIzL6Z5BbZA9lpJHdNY6j,0.0002138559912563398
"('Meet Me In The City', 'Gomez')",user_000691,Meet Me In The City,Gomez,6,129327,4.639402444965089e-05,0.555,0.741,191960.0,0.746,0.635,3.0,0.0862,-7.519,0.0,0.0494,117.604,3.0,0.944,7Cu57MC9TSbxLGoyzFx4NX,0.00015919905332650863
"('Melancholy Mood', 'Horace Silver')",user_000691,Melancholy Mood,Horace Silver,6,129327,4.639402444965089e-05,0.99,0.5760000000000001,428733.0,0.202,0.911,6.0,0.105,-14.275,1.0,0.0536,107.565,4.0,0.13699999999999998,1xIH5puFGAaX9KeHuvU6JX,0.00021138027770417622
"('Melting The Ice Queen', 'Oxford Collapse')",user_000691,Melting The Ice Queen,Oxford Collapse,6,129327,4.639402444965089e-05,0.0135,0.246,416653.0,0.847,0.191,9.0,0.173,-5.837999999999999,1.0,0.0649,157.796,4.0,0.738,73L0U9VQsMjADamoO6i9rM,0.00021093805680383326
"('Mike Tv', 'Sicko')",user_000691,Mike Tv,Sicko,6,129327,4.639402444965089e-05,0.1,0.509,118067.0,0.983,2.24e-06,11.0,0.311,-6.644,1.0,0.0729,110.541,4.0,0.633,2ZhwJBEaN61pj9U5tK3z0R,0.00021428201819739812
"('Milestones', 'Miles Davis')",user_000691,Milestones,Miles Davis,7,129327,5.412636185792603e-05,0.442,0.5529999999999999,342067.0,0.546,0.0005139999999999999,9.0,0.16699999999999998,-7.459,0.0,0.0341,118.215,4.0,0.7,1xicvSO4CJ2ymqYgpk7DFh,0.0007488116060572203
"('Miniature Sun', 'Xtc')",user_000691,Miniature Sun,Xtc,9,129327,6.959103667447633e-05,0.0184,0.375,237160.0,0.871,4.03e-06,0.0,0.41,-3.4960000000000004,1.0,0.0632,118.234,4.0,0.47,0Z0i63sY7SGRKvbQNe2jh9,0.0
"('Misery', 'The Kinks')",user_000691,Misery,The Kinks,7,129327,5.412636185792603e-05,0.00504,0.639,177213.0,0.804,0.000474,2.0,0.114,-11.098,1.0,0.0766,153.028,4.0,0.7390000000000001,1EXaT3fZjsv2q58RmJJQZr,0.00021460923271332533
"('Miss Spiritual Tramp', 'Blitzen Trapper')",user_000691,Miss Spiritual Tramp,Blitzen Trapper,6,129327,4.639402444965089e-05,0.0064,0.483,179307.0,0.8909999999999999,0.304,11.0,0.0997,-4.14,0.0,0.0625,98.128,4.0,0.636,0sM6f1iSriuNzjY2opDjHV,0.0001604531437622292
"('Misunderstood', 'Wilco')",user_000691,Misunderstood,Wilco,6,129327,4.639402444965089e-05,0.387,0.297,388267.0,0.404,0.158,2.0,0.14,-10.59,1.0,0.0418,80.695,4.0,0.354,5YrxjEpjSTGgum00liiB3w,0.00020326569636552883
"('Modern Love', 'David Bowie')",user_000691,Modern Love,David Bowie,6,129327,4.639402444965089e-05,0.000376,0.315,288467.0,0.889,0.00241,0.0,0.133,-8.192,1.0,0.041,181.329,4.0,0.961,7LyIoUsiMtelB1I0I4drEF,0.00022311448493961272
"('Money In My Pocket', 'Juliette And The Licks')",user_000691,Money In My Pocket,Juliette And The Licks,6,129327,4.639402444965089e-05,0.00188,0.411,187969.0,0.936,3.55e-06,7.0,0.35600000000000004,-4.052,1.0,0.0866,164.584,4.0,0.7340000000000001,6Oayu0KoH5d3U7sBezu08R,7.351723406845423e-05
"('Monkey Gone To Heaven', 'Pixies')",user_000691,Monkey Gone To Heaven,Pixies,7,129327,5.412636185792603e-05,0.018000000000000002,0.657,177467.0,0.384,0.000798,6.0,0.299,-12.046,0.0,0.0301,116.435,4.0,0.595,1lFC3sMgOcDrVzNh8zXRnl,0.00033824233687096417
"('Moogie Wonderland', 'Stereolab')",user_000691,Moogie Wonderland,Stereolab,6,129327,4.639402444965089e-05,0.000321,0.449,214533.0,0.927,0.738,2.0,0.375,-9.667,1.0,0.0446,140.442,4.0,0.618,3W4Gmu9zXOdTODYBFpH5JZ,0.00015585548819285755
"('Mower', 'Superchunk')",user_000691,Mower,Superchunk,6,129327,4.639402444965089e-05,0.0042,0.237,224853.0,0.971,6.9e-05,2.0,0.147,-4.975,1.0,0.0654,120.519,4.0,0.531,7FZvJeYHJ3fUfwAukG3NFj,0.00031947880249294514
"('Mr. Ambulance Driver', 'The Flaming Lips')",user_000691,Mr. Ambulance Driver,The Flaming Lips,6,129327,4.639402444965089e-05,0.365,0.314,261174.0,0.87,0.217,4.0,0.332,-8.714,0.0,0.076,128.054,4.0,0.45,6xyU8QUprfS2T9p7Vcvwdp,0.00017860844305372936
"('Mr. Clean', 'The Jam')",user_000691,Mr. Clean,The Jam,7,129327,5.412636185792603e-05,0.293,0.5529999999999999,207667.0,0.389,0.00742,0.0,0.113,-13.103,1.0,0.0811,120.361,4.0,0.493,6r3tsJ746xXDzVVsWahGvD,0.00013651053063656882
"('Mrs. Rita', 'Gin Blossoms')",user_000691,Mrs. Rita,Gin Blossoms,6,129327,4.639402444965089e-05,5.23e-05,0.435,265907.0,0.91,4.67e-06,4.0,0.35,-3.95,0.0,0.0628,142.83700000000005,4.0,0.7070000000000001,3vcga22kTqEfvHRA2liYbD,6.315796873912483e-05
"('Muzzle Of Bees', 'Wilco')",user_000691,Muzzle Of Bees,Wilco,7,129327,5.412636185792603e-05,0.405,0.535,292107.0,0.193,0.33,2.0,0.0834,-14.547,1.0,0.0264,101.306,4.0,0.151,5HMz7d5bnB2EuamjX45R0Q,0.0001920634653715947
"('Mx', 'Deftones')",user_000691,Mx,Deftones,6,129327,4.639402444965089e-05,3.69e-05,0.246,2238734.0,2.02e-05,0.0756,10.0,0.315,-5.607,0.0,0.113,85.663,4.0,0.109,0CSZ1DMvRZH0WLB5V0WSom,0.00024670984441188537
"('My Beloved Monster', 'Eels')",user_000691,My Beloved Monster,Eels,8,129327,6.185869926620118e-05,0.308,0.467,132173.0,0.278,0.34,9.0,0.633,-12.855,1.0,0.033,97.327,4.0,0.459,0GXPDJCtVhrgZFuVlepFLp,0.0001735871566985736
"('My Generation', 'The Who')",user_000691,My Generation,The Who,16,129327,0.00012371739853240236,0.328,0.397,198707.0,0.785,0.00495,2.0,0.0621,-9.168,0.0,0.0545,96.333,4.0,0.6459999999999999,4u9f8hqstB7iITDJNzKhQx,0.0002083223673898793
"('My So-Called Celibate Life', 'Pernice Brothers')",user_000691,My So-Called Celibate Life,Pernice Brothers,7,129327,5.412636185792603e-05,0.0971,0.588,216800.0,0.481,6.13e-05,10.0,0.0676,-8.677999999999999,1.0,0.0341,107.95,4.0,0.456,2OOl5vcHix8GPAIxWHbEyT,0.00019729789475042558
"('My Sweet Lord', 'George Harrison')",user_000691,My Sweet Lord,George Harrison,6,129327,4.639402444965089e-05,0.0794,0.5379999999999999,281227.0,0.7040000000000001,0.0,1.0,0.0867,-8.904,0.0,0.0332,120.963,4.0,0.583,0qdQUeKVyevrbKhAo0ibxS,0.00033633891488027423
"('My Valuable Hunting Knife', 'Guided By Voices')",user_000691,My Valuable Hunting Knife,Guided By Voices,7,129327,5.412636185792603e-05,0.947,0.55,120333.0,0.851,0.815,10.0,0.226,-6.7570000000000014,1.0,0.0325,135.825,4.0,0.926,2D8y35QtQVO0qPQaKuUGM0,8.851949653876368e-05
"('Names', 'Cat Power')",user_000691,Names,Cat Power,6,129327,4.639402444965089e-05,0.96,0.336,290053.0,0.0828,0.00028700000000000004,10.0,0.11,-15.212,0.0,0.0394,166.84799999999996,3.0,0.0924,35Cnya2fnkz4MBP9LaQLLg,0.0001993170712317749
"('Nashville Skyline Rag', 'Bob Dylan')",user_000691,Nashville Skyline Rag,Bob Dylan,6,129327,4.639402444965089e-05,0.314,0.544,191507.0,0.376,0.7979999999999999,0.0,0.161,-22.38,1.0,0.033,121.264,4.0,0.732,716TKYoyVXFrXjz3rHwajp,0.0002501492289210816
"('Nearly Lost You', 'Screaming Trees')",user_000691,Nearly Lost You,Screaming Trees,7,129327,5.412636185792603e-05,3.37e-05,0.192,246227.0,0.908,0.000162,7.0,0.279,-9.127,1.0,0.07200000000000001,201.254,4.0,0.481,4EiLHuUSKTlaGmdR17J2tc,0.000180094889339788
"('Need You Around', 'Smoking Popes')",user_000691,Need You Around,Smoking Popes,6,129327,4.639402444965089e-05,8.420000000000001e-05,0.193,222693.0,0.903,0.593,9.0,0.099,-7.318,1.0,0.0635,217.943,4.0,0.526,0skxqaapKhdZ2BW5H1Umxh,0.0005387564720242821
"('Negative Creep', 'Nirvana')",user_000691,Negative Creep,Nirvana,6,129327,4.639402444965089e-05,8.96e-06,0.268,175760.0,0.959,4.75e-05,2.0,0.0775,-6.0760000000000005,1.0,0.0914,163.116,4.0,0.466,4zIsMAQASzCg6XK7WExT54,0.00019606575041852814
"('Nerves', 'Silkworm')",user_000691,Nerves,Silkworm,9,129327,6.959103667447633e-05,2.34e-06,0.396,180067.0,0.86,0.196,2.0,0.0773,-8.128,1.0,0.0313,111.717,1.0,0.8420000000000001,4LKVGfUrIn1IHWIqdmbVaS,0.00021539016209826123
"('Never There', 'Cake')",user_000691,Never There,Cake,7,129327,5.412636185792603e-05,0.0426,0.7609999999999999,164267.0,0.735,0.0838,9.0,0.0917,-8.171,0.0,0.043,125.815,4.0,0.5920000000000001,7aKWgpecgLEqisWcXPElDl,0.00023279913627938242
"('New Age', 'The Velvet Underground')",user_000691,New Age,The Velvet Underground,6,129327,4.639402444965089e-05,0.284,0.355,310507.0,0.34,5.59e-05,2.0,0.104,-11.488,1.0,0.0263,80.273,4.0,0.19,5MIjLrGCsgIjLPRkmbAtRJ,0.00041381243785321153
"('New Day Rising', 'Hüsker Dü')",user_000691,New Day Rising,Hüsker Dü,6,129327,4.639402444965089e-05,0.00235,0.0866,154867.0,0.826,0.00665,0.0,0.0771,-11.294,1.0,0.0429,199.456,4.0,0.546,0nSWm1Lj33t7Z9JOrkLHwj,0.00014189262447295015
"('New Jersey', 'Red House Painters')",user_000691,New Jersey,Red House Painters,6,129327,4.639402444965089e-05,0.81,0.573,238360.0,0.16699999999999998,0.0,2.0,0.0672,-14.123,1.0,0.0281,98.864,4.0,0.237,4VvmFhJ5QTjCylGww6g3AI,0.00036755037342528496
"('Night Of The Living Dead', 'Misfits')",user_000691,Night Of The Living Dead,Misfits,6,129327,4.639402444965089e-05,0.0339,0.3670000000000001,117800.0,0.918,0.126,5.0,0.123,-12.97,1.0,0.0463,108.663,4.0,0.195,6dQczTHeIcTf1PQWtgUA6M,0.00028151891564554
"('Nightfall At Electric Park', 'Great Lakes Myth Society')",user_000691,Nightfall At Electric Park,Great Lakes Myth Society,6,129327,4.639402444965089e-05,0.118,0.541,213947.0,0.861,0.136,9.0,0.213,-6.1610000000000005,1.0,0.0397,123.958,4.0,0.539,41nKrVYkkzpMsv0fqGAPfi,0.0
"('Nightingale Song', 'Toad The Wet Sprocket')",user_000691,Nightingale Song,Toad The Wet Sprocket,6,129327,4.639402444965089e-05,0.193,0.5870000000000001,121905.0,0.6709999999999999,0.0,7.0,0.056,-9.129,1.0,0.0323,106.16,3.0,0.843,1Cm7r3vn8AdY9ZUXgsTtKS,2.7871763948583705e-05
"('No One Knows', 'Queens Of The Stone Age')",user_000691,No One Knows,Queens Of The Stone Age,7,129327,5.412636185792603e-05,0.0359,0.507,278707.0,0.588,0.000129,0.0,0.373,-4.881,1.0,0.0641,170.889,4.0,0.637,6NvRxjfYkkT2SpirAlmsjH,0.000226006682140234
"('No Place To Fall', 'Townes Van Zandt')",user_000691,No Place To Fall,Townes Van Zandt,8,129327,6.185869926620118e-05,0.86,0.5820000000000001,188987.0,0.258,0.000546,4.0,0.6629999999999999,-21.399,1.0,0.0819,124.452,3.0,0.6779999999999999,6j4QjUJ12k0AXygFu0suLu,0.00029069839837370104
"('No Reason To Cry', 'The Go-Betweens')",user_000691,No Reason To Cry,The Go-Betweens,6,129327,4.639402444965089e-05,0.532,0.405,233787.0,0.632,0.0095,4.0,0.106,-6.15,1.0,0.03,92.685,4.0,0.246,7l2Vmm8Rz6X8szYdgSdqie,0.00028429136594509963
"('No Seas Antipática', 'Juana Molina')",user_000691,No Seas Antipática,Juana Molina,7,129327,5.412636185792603e-05,0.8170000000000001,0.452,261600.0,0.375,0.12,0.0,0.132,-13.195,1.0,0.0271,110.914,4.0,0.412,3zfTUvia0iwCNmAYTlhDdB,0.00014276289003700704
"('No Such Thing', 'John Mayer')",user_000691,No Such Thing,John Mayer,6,129327,4.639402444965089e-05,0.0383,0.6679999999999999,231467.0,0.7390000000000001,0.0,4.0,0.13,-4.919,1.0,0.0308,131.918,4.0,0.5710000000000001,6Vecwo7AHst9V2CE3kmwr0,0.0002410279955666894
"('Nobody', 'Five For Fighting')",user_000691,Nobody,Five For Fighting,7,129327,5.412636185792603e-05,0.183,0.3720000000000001,311067.0,0.67,0.0,2.0,0.0949,-7.082000000000002,1.0,0.0347,154.35299999999995,4.0,0.304,3t3EhZ6g2d9Sdwh7sn0OSH,0.00021475071849019756
"('Nocturne', 'Sophie B. Hawkins')",user_000691,Nocturne,Sophie B. Hawkins,6,129327,4.639402444965089e-05,0.0789,0.628,248040.0,0.516,0.000177,2.0,0.16,-9.813,1.0,0.0388,79.361,4.0,0.56,5LhCcGkNxD8Gsi25TRZvVn,0.00020980133646664179
"('Nothing Left 1', 'Orbital')",user_000691,Nothing Left 1,Orbital,6,129327,4.639402444965089e-05,0.0102,0.458,469200.0,0.8240000000000001,0.7120000000000001,7.0,0.0656,-9.321,1.0,0.0473,132.89700000000002,4.0,0.187,2kQBSdOhGV4VEvMRihLrYn,0.00048088474501883915
"('O Come O Come Emmanuel', 'Sufjan Stevens')",user_000691,O Come O Come Emmanuel,Sufjan Stevens,10,129327,7.732337408275146e-05,0.938,0.597,240560.0,0.322,0.00011,3.0,0.0854,-11.321,0.0,0.0337,127.319,4.0,0.388,1Yqfoical6OdSyhKAPRZI3,0.00015894423440698802
"('Offend In Every Way', 'The White Stripes')",user_000691,Offend In Every Way,The White Stripes,7,129327,5.412636185792603e-05,0.648,0.385,186240.0,0.619,2.3e-05,0.0,0.239,-3.505,1.0,0.0283,90.04899999999998,4.0,0.273,0k5PuYlqXIjZGRhwOqHVol,0.00039807856832485555
"('Old Soul Song (For The New World Order)', 'Bright Eyes')",user_000691,Old Soul Song (For The New World Order),Bright Eyes,6,129327,4.639402444965089e-05,0.0178,0.35200000000000004,269160.0,0.505,0.00762,2.0,0.155,-9.292,1.0,0.0288,78.655,4.0,0.478,7jSctfsxmybYYxvTAfrLLM,0.00026802472821541024
"('Older', 'They Might Be Giants')",user_000691,Older,They Might Be Giants,8,129327,6.185869926620118e-05,0.611,0.912,118067.0,0.272,5.95e-05,2.0,0.0671,-11.128,1.0,0.104,115.992,4.0,0.579,3mizoVo4P1JdTaljSuzFj8,3.483302479057038e-05
"('Oleo', 'Miles Davis')",user_000691,Oleo,Miles Davis,6,129327,4.639402444965089e-05,0.7170000000000001,0.444,262520.0,0.414,0.0876,10.0,0.0896,-13.144,1.0,0.0755,161.175,4.0,0.6679999999999999,3VvSRBNaobe0QIxy44WsWI,0.00013935227507855252
"('Omaha', 'Counting Crows')",user_000691,Omaha,Counting Crows,6,129327,4.639402444965089e-05,0.238,0.59,219400.0,0.517,0.0,9.0,0.182,-9.239,1.0,0.0312,80.883,4.0,0.5660000000000001,2Uwjr7EnHRXMgmL9SmX1Gj,0.00027916942073469286
"('On A Foggy Night', 'Tom Waits')",user_000691,On A Foggy Night,Tom Waits,6,129327,4.639402444965089e-05,0.774,0.448,227773.0,0.355,6.7e-05,11.0,0.6970000000000001,-11.017,0.0,0.373,202.186,3.0,0.385,0bwXeX5eiRII7WHVF8mRvj,0.0002682538942533341
"('On A Plain', 'Nirvana')",user_000691,On A Plain,Nirvana,6,129327,4.639402444965089e-05,0.000195,0.413,194427.0,0.945,3.57e-06,2.0,0.16,-4.716,1.0,0.103,133.379,4.0,0.369,651koV4RRMMX6NDbW1ElwP,0.0001923076858894035
"('Ooh La', 'The Kooks')",user_000691,Ooh La,The Kooks,6,129327,4.639402444965089e-05,0.0165,0.5429999999999999,208973.0,0.873,9.45e-05,10.0,0.15,-5.159,0.0,0.0803,150.891,4.0,0.7859999999999999,6xqCTPxYnRf8X0p6N5Vw2T,0.0005193168987449592
"('Open Sesame (Alternate Take)', 'Freddie Hubbard')",user_000691,Open Sesame (Alternate Take),Freddie Hubbard,8,129327,6.185869926620118e-05,0.555,0.499,436200.0,0.5710000000000001,0.00103,5.0,0.13699999999999998,-8.843,0.0,0.0409,128.153,4.0,0.764,2gjSFqTL79uBeQbQJK4AA6,0.00021094125672815878
"('Ordinary World', 'Duran Duran')",user_000691,Ordinary World,Duran Duran,6,129327,4.639402444965089e-05,0.0131,0.472,340200.0,0.652,1.12e-05,1.0,0.14,-10.171,0.0,0.0305,140.124,4.0,0.401,0wokCRaKD0zPNhMRXAgVsr,0.0002419241193145627
"('Otherside', 'Rancid')",user_000691,Otherside,Rancid,6,129327,4.639402444965089e-05,5.86e-05,0.393,112942.0,0.98,3.53e-06,4.0,0.116,-2.265,1.0,0.118,161.237,4.0,0.486,3PpjYB6WKDcyBZr14p8siq,0.00014505125205155345
"('Our Mother The Mountain', 'Townes Van Zandt')",user_000691,Our Mother The Mountain,Townes Van Zandt,6,129327,4.639402444965089e-05,0.523,0.338,262307.0,0.262,0.0,9.0,0.0866,-15.015,1.0,0.0481,69.74,3.0,0.193,50ir5TASs5emq5j9pr0Gtc,0.0002099582946586409
"('Out In The Cold', 'Tom Petty And The Heartbreakers')",user_000691,Out In The Cold,Tom Petty And The Heartbreakers,6,129327,4.639402444965089e-05,0.0674,0.442,221000.0,0.873,2.4e-05,4.0,0.925,-7.436,1.0,0.0501,148.484,4.0,0.539,3m8w70z3xjmSjpc30Bn2T2,4.564934478890059e-05
"('Out-Side', 'The Beta Band')",user_000691,Out-Side,The Beta Band,6,129327,4.639402444965089e-05,0.0465,0.462,246107.0,0.8079999999999999,0.114,4.0,0.115,-6.275,0.0,0.0374,123.112,4.0,0.261,02ZbFADUWks6sfXxUGEuc7,0.00025891010914658175
"('Outside Woman Blues', 'Cream')",user_000691,Outside Woman Blues,Cream,6,129327,4.639402444965089e-05,0.619,0.648,144933.0,0.491,4.04e-05,9.0,0.284,-13.517,1.0,0.0479,113.487,4.0,0.956,5BSN3UcARskPfzxA6YhJCM,0.00035000598068291033
"('Outsider', 'Green Day')",user_000691,Outsider,Green Day,6,129327,4.639402444965089e-05,0.000185,0.503,136867.0,0.97,0.0,11.0,0.35200000000000004,-3.362,0.0,0.0361,95.115,4.0,0.8690000000000001,4LE1xYuDDjF8Mf6id5Wk2s,0.00015263823517397412
"('Over And Over', 'Morcheeba')",user_000691,Over And Over,Morcheeba,10,129327,7.732337408275146e-05,0.753,0.321,141240.0,0.258,2.29e-06,8.0,0.14,-10.762,0.0,0.0304,80.656,4.0,0.476,3rdYtlGuJD7l6DRA4mrXjw,0.000392907162331424
"('Over It', 'Onelinedrawing')",user_000691,Over It,Onelinedrawing,6,129327,4.639402444965089e-05,0.0187,0.613,191667.0,0.602,0.000123,4.0,0.698,-4.774,1.0,0.0395,127.946,4.0,0.472,5fcmqpxr2KgmYC13I9wjJL,0.000211539276582684
"('Over Now', 'Alice In Chains')",user_000691,Over Now,Alice In Chains,6,129327,4.639402444965089e-05,0.16699999999999998,0.608,432560.0,0.502,0.00626,5.0,0.244,-10.45,0.0,0.0404,111.41,4.0,0.278,7JGsjryRB00XsebAyy4Hy7,0.00020428640988745528
"('Over The Ice', 'The Field')",user_000691,Over The Ice,The Field,6,129327,4.639402444965089e-05,0.0385,0.6579999999999999,416000.0,0.8009999999999999,0.924,4.0,0.107,-12.791,0.0,0.0427,127.037,4.0,0.0529,4qtRFeSNmIeQ1jlLciS2qX,0.00020891440853176846
"('Pain And Love', 'T. Rex')",user_000691,Pain And Love,T. Rex,11,129327,8.505571149102662e-05,0.0589,0.586,221440.0,0.599,0.0,0.0,0.304,-10.257,0.0,0.0306,136.108,4.0,0.8,5Qe7x9x8mfl2YcbYTP5yRM,0.00021245772087308268
"('Pancho And Lefty', 'Townes Van Zandt')",user_000691,Pancho And Lefty,Townes Van Zandt,9,129327,6.959103667447633e-05,0.875,0.493,248347.0,0.189,2.24e-06,1.0,0.6579999999999999,-19.496,1.0,0.129,142.32399999999996,4.0,0.626,6XGAEKhlf9QWprGpkatdD1,0.00026750238091488576
"('Panther Dash', 'The Go! Team')",user_000691,Panther Dash,The Go! Team,7,129327,5.412636185792603e-05,0.0102,0.349,170187.0,0.995,0.762,10.0,0.914,-4.206,0.0,0.101,146.063,4.0,0.471,30mhk0OylYYaNQLzEhZiV9,0.0003309330978287228
"('Pastry Sharp', 'Califone')",user_000691,Pastry Sharp,Califone,9,129327,6.959103667447633e-05,0.225,0.621,269954.0,0.189,0.619,2.0,0.128,-13.814,1.0,0.0393,61.238,4.0,0.165,5nAHICmq840A4UOMoMP3Gg,0.0002072928096397142
"('Peace Piece', 'Bill Evans')",user_000691,Peace Piece,Bill Evans,6,129327,4.639402444965089e-05,0.987,0.464,404160.0,0.0266,0.879,0.0,0.0836,-20.338,1.0,0.0532,132.97299999999998,3.0,0.0659,58yFroDNbzHpYzvicaC0de,0.00020957362979934224
"('Peacebone', 'Animal Collective')",user_000691,Peacebone,Animal Collective,9,129327,6.959103667447633e-05,0.185,0.5920000000000001,313171.0,0.948,0.000228,4.0,0.276,-3.982,1.0,0.0716,162.898,3.0,0.569,7KUBlz0peq7a2RBDjhl0Fd,0.0004249300994547678
